step,dataset,labels_micro_f1,labels_macro_f1,labels_jaccard,openness_accuracy,openness_f1,openness_precision_macro,openness_precision_micro,openness_recall_macro,openness_recall_micro,num_samples,predictions_file,eval_dir,model
11,labels_only_test,0.7851458885941645,0.6351195395352704,0.700063371356147,0.6577946768060836,0.6214281602588126,0.6646807281670983,0.6577946768060836,0.6801926507940692,0.6577946768060836,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+11.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only/checkpoint-11,qwen
12,labels_only_test,0.7941952506596306,0.635714170234598,0.7081749049429658,0.688212927756654,0.6546106424006558,0.7306103440718825,0.688212927756654,0.6940824918044314,0.688212927756654,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+12.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only/checkpoint-12,qwen
13,labels_only_test,0.7958656330749354,0.6382493322566942,0.7109632446134346,0.6920152091254753,0.671110576289131,0.7442108789414178,0.6920152091254753,0.6892961039189319,0.6920152091254753,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+13.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only/checkpoint-13,qwen
14,labels_only_test,0.7941567065073041,0.6452924069820412,0.6880861850443599,0.6692015209125475,0.661599938019238,0.7087537288879572,0.6692015209125475,0.6518217745786496,0.6692015209125475,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+14.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only/checkpoint-14,qwen
15,labels_only_test,0.8058902275769746,0.6466686748690611,0.7007604562737643,0.6730038022813688,0.675285760603649,0.7250337494220989,0.6730038022813688,0.661174830009697,0.6730038022813688,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+15.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only/checkpoint-15,qwen
16,labels_only_test,0.8064085447263017,0.6693323633850832,0.6975375701611444,0.6653992395437263,0.6694556951562242,0.7058675596092651,0.6653992395437263,0.6684414210925667,0.6653992395437263,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+16.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only/checkpoint-16,qwen
17,labels_only_test,0.8079470198675497,0.6633483750577638,0.6996773821868878,0.6920152091254753,0.6939924999575818,0.715417331206805,0.6920152091254753,0.6923686731528113,0.6920152091254753,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+17.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-17,qwen
18,labels_only_test,0.8095872170439414,0.6646037877500588,0.6927756653992395,0.7110266159695817,0.7084293927103875,0.7239776530767346,0.7110266159695817,0.7145463653861365,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+18.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-18,qwen
19,labels_only_test,0.8021108179419525,0.6662213951430588,0.6958808618504436,0.6730038022813688,0.657992072052991,0.6746344859596194,0.6730038022813688,0.6915044398156693,0.6730038022813688,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+19.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-19,qwen
20,labels_only_test,0.8026490066225166,0.6646580013943706,0.6918884664131812,0.6692015209125475,0.6470866467906731,0.67475984319807,0.6692015209125475,0.6895539091178082,0.6692015209125475,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+20.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-20,qwen
21,labels_only_test,0.8121693121693122,0.6581221143721144,0.701548071700163,0.6692015209125475,0.6415795676686956,0.6771625238082044,0.6692015209125475,0.6915776799289864,0.6692015209125475,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+21.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-21,qwen
22,labels_only_test,0.8131578947368421,0.6578048031032421,0.7153630273402136,0.6844106463878327,0.6585174525807128,0.6905931905931905,0.6844106463878327,0.7042476336119387,0.6844106463878327,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+22.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-22,qwen
23,labels_only_test,0.8115942028985508,0.6621704516631293,0.7183414810791237,0.6844106463878327,0.6656723357155657,0.6959173329409264,0.6844106463878327,0.6991243412051807,0.6844106463878327,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+23.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-23,qwen
24,labels_only_test,0.80946123521682,0.6489999712735792,0.719228680065182,0.7072243346007605,0.6962312561156988,0.712841340523768,0.7072243346007605,0.7208186486906132,0.7072243346007605,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+24.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-24,qwen
25,labels_only_test,0.8047493403693932,0.6460001789436293,0.7113072605468043,0.7110266159695817,0.7070220643916749,0.7188229280759401,0.7110266159695817,0.7280202025528574,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+25.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-25,qwen
26,labels_only_test,0.8110236220472441,0.6585359940062255,0.7139054861488322,0.7300380228136882,0.7298552087845577,0.7468153434433541,0.7300380228136882,0.7431785623258715,0.7300380228136882,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+26.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-26,qwen
27,labels_only_test,0.8088426527958388,0.6727406369563286,0.7088357776570703,0.7110266159695817,0.7116600451688446,0.7304179515296921,0.7110266159695817,0.7172357423471406,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+27.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-27,qwen
28,labels_only_test,0.8,0.6641877691883802,0.7031323556038384,0.6958174904942965,0.6951328172418656,0.7058438268924592,0.6958174904942965,0.699852640892006,0.6958174904942965,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+28.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-28,qwen
29,labels_only_test,0.8,0.6608417042866388,0.6977457903313417,0.7072243346007605,0.7062548355818529,0.720104204096299,0.7072243346007605,0.7163609624336811,0.7072243346007605,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+29.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-29,qwen
30,labels_only_test,0.8077922077922078,0.6681415094894577,0.7063009234111897,0.714828897338403,0.7128873155729586,0.730551538200582,0.714828897338403,0.7216201884907556,0.714828897338403,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+30.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-30,qwen
31,labels_only_test,0.8072916666666666,0.6671340349040651,0.7094694912185406,0.7034220532319392,0.7002512346389582,0.7139565227800522,0.7034220532319392,0.7149483071280208,0.7034220532319392,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+31.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-31,qwen
32,labels_only_test,0.8115183246073299,0.6686428734596297,0.7116241173275394,0.7110266159695817,0.7075997508207353,0.7288562704631572,0.7110266159695817,0.7243828055650768,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_only+32.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_only2/checkpoint-32,qwen
1,labels_withphrase_test,0.24888888888888888,0.19753756087409063,0.13903675538656526,0.41825095057034223,0.3628171170218054,0.609909448619126,0.41825095057034223,0.3915076623806552,0.41825095057034223,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+1.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-1,qwen
2,labels_withphrase_test,0.7227866473149492,0.6124626794419626,0.5935361216730038,0.6083650190114068,0.575982223932638,0.6471628592483419,0.6083650190114068,0.5941495797482298,0.6083650190114068,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+2.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-2,qwen
3,labels_withphrase_test,0.7379134860050891,0.6293279762382378,0.6443282636248415,0.6083650190114068,0.6093964653850585,0.6168458781362007,0.6083650190114068,0.654882625394398,0.6083650190114068,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+3.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-3,qwen
4,labels_withphrase_test,0.7621550591327201,0.6370511982645235,0.6693916349809886,0.6768060836501901,0.6787008497232225,0.6739485247959824,0.6768060836501901,0.6880492642298216,0.6768060836501901,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+4.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-4,qwen
5,labels_withphrase_test,0.776566757493188,0.6331013247281901,0.6718631178707225,0.6539923954372624,0.641906807252644,0.6751235483073882,0.6539923954372624,0.634438673123515,0.6539923954372624,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+5.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-5,qwen
6,labels_withphrase_test,0.7766990291262136,0.6330419771123555,0.6685678073510772,0.623574144486692,0.5990502776287414,0.6885730794629099,0.623574144486692,0.5845850068699227,0.623574144486692,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+6.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-6,qwen
7,labels_withphrase_test,0.7730870712401056,0.6202786497521195,0.6839670468948035,0.6577946768060836,0.6480426750683912,0.7143681163205781,0.6577946768060836,0.6280386590614133,0.6577946768060836,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+7.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-7,qwen
8,labels_withphrase_test,0.7684210526315789,0.6392261973291314,0.6894169835234474,0.6768060836501901,0.677053268127039,0.6817990354036351,0.6768060836501901,0.6817224902810369,0.6768060836501901,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+8.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-8,qwen
9,labels_withphrase_test,0.7780821917808219,0.6547626288537014,0.6770595690747782,0.6463878326996197,0.6453651759406469,0.6397724154425185,0.6463878326996197,0.6782069648418161,0.6463878326996197,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+9.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-9,qwen
10,labels_withphrase_test,0.7817679558011049,0.6602305242230506,0.6889733840304182,0.6349809885931559,0.6275689668136142,0.625655114826051,0.6349809885931559,0.6683078311258764,0.6349809885931559,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+10.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-10,qwen
11,labels_withphrase_test,0.7885402455661664,0.6620069650097924,0.6993029150823827,0.6539923954372624,0.6303915208916957,0.651166381417453,0.6539923954372624,0.6768839554348558,0.6539923954372624,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+11.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-11,qwen
12,labels_withphrase_test,0.7994722955145118,0.6813871642218499,0.702915082382763,0.6539923954372624,0.6211248234706758,0.6682294644558796,0.6539923954372624,0.6705571814860711,0.6539923954372624,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+12.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-12,qwen
13,labels_withphrase_test,0.8005215123859192,0.6708691221289099,0.6934093789607098,0.6615969581749049,0.6354270495147649,0.69275925004148,0.6615969581749049,0.6670557181486071,0.6615969581749049,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+13.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-13,qwen
14,labels_withphrase_test,0.7857142857142857,0.6505438786312886,0.6690928843020099,0.7224334600760456,0.7170376838506204,0.7528826728826729,0.7224334600760456,0.7210905159912463,0.7224334600760456,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+14.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-14,qwen
15,labels_withphrase_test,0.8049113233287858,0.6537867973260368,0.6890367553865653,0.6730038022813688,0.6738701409719794,0.7124732905982906,0.6730038022813688,0.6673738732008566,0.6730038022813688,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+15.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-15,qwen
16,labels_withphrase_test,0.8074866310160428,0.6738659831784763,0.7131812420785805,0.6653992395437263,0.6667992997388007,0.7011544883250691,0.6653992395437263,0.6553777285604215,0.6653992395437263,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+16.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-16,qwen
17,labels_withphrase_test,0.806970509383378,0.681888113437746,0.7079214195183777,0.6920152091254753,0.6887187080060869,0.7090078136517765,0.6920152091254753,0.687527794623004,0.6920152091254753,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+17.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-17,qwen
18,labels_withphrase_test,0.8042609853528628,0.6835346193306951,0.7039561832337498,0.7072243346007605,0.6957899735595117,0.7238625571958904,0.7072243346007605,0.7202807732984126,0.7072243346007605,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+18.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-18,qwen
19,labels_withphrase_test,0.8015768725361366,0.6785468999026455,0.7038928118776028,0.714828897338403,0.6967738713020615,0.7294720372003746,0.714828897338403,0.7312011671544458,0.714828897338403,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+19.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-19,qwen
20,labels_withphrase_test,0.8042609853528628,0.6882926180593278,0.7030689842476914,0.6958174904942965,0.6768472537178898,0.6970408308436477,0.6958174904942965,0.7119952657590751,0.6958174904942965,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+20.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-20,qwen
21,labels_withphrase_test,0.8089591567852438,0.6854243790038504,0.7110537751222162,0.6768060836501901,0.6571449956588127,0.6730792441145897,0.6768060836501901,0.6964267613514852,0.6768060836501901,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+21.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-21,qwen
22,labels_withphrase_test,0.8073394495412844,0.6792900116526597,0.7184048524352707,0.6844106463878327,0.6711458974149923,0.6750582750582751,0.6844106463878327,0.7012758427739839,0.6844106463878327,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+22.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-22,qwen
23,labels_withphrase_test,0.8125819134993447,0.6863828610900943,0.7226507332971212,0.6844106463878327,0.6735892821744797,0.6885726448944839,0.6844106463878327,0.7023515935583856,0.6844106463878327,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+23.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-23,qwen
24,labels_withphrase_test,0.8180610889774237,0.6960659607038426,0.7234745609270324,0.6920152091254753,0.6876122838848209,0.7046997238840312,0.6920152091254753,0.7082764257652858,0.6920152091254753,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+24.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-24,qwen
25,labels_withphrase_test,0.8090185676392573,0.6743186653345391,0.7157432554770958,0.6844106463878327,0.6832480891214003,0.6976697925547031,0.6844106463878327,0.6973560319092525,0.6844106463878327,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+25.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-25,qwen
26,labels_withphrase_test,0.8053691275167785,0.6632279985949621,0.7094061198623937,0.6996197718631179,0.6991245236564622,0.7139817629179331,0.6996197718631179,0.7105638609844056,0.6996197718631179,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+26.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-26,qwen
27,labels_withphrase_test,0.8005354752342704,0.650794126636918,0.6943237370994025,0.7186311787072244,0.7185066704054501,0.7376568539994053,0.7186311787072244,0.7339450347597577,0.7186311787072244,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+27.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-27,qwen
28,labels_withphrase_test,0.8128342245989305,0.6810577968078766,0.7052236103566901,0.7110266159695817,0.7093570172966326,0.7276969696969696,0.7110266159695817,0.7223590347538987,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+28.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-28,qwen
29,labels_withphrase_test,0.8133333333333334,0.6847350851248749,0.7023718993300742,0.7224334600760456,0.7198166506842621,0.7342699809582625,0.7224334600760456,0.7310546869278115,0.7224334600760456,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+29.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-29,qwen
30,labels_withphrase_test,0.8111702127659575,0.6826237485781406,0.704780010863661,0.7110266159695817,0.7071727430607563,0.7221031791685842,0.7110266159695817,0.7243828055650768,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+30.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-30,qwen
31,labels_withphrase_test,0.8127490039840638,0.6884613603799923,0.7021817852616333,0.714828897338403,0.71116923945269,0.7314203730272597,0.714828897338403,0.7272813562897144,0.714828897338403,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+31.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-31,qwen
32,labels_withphrase_test,0.8095238095238095,0.6800336147956357,0.7030056128915445,0.7072243346007605,0.7017510568083054,0.7220294325557483,0.7072243346007605,0.7198706286638368,0.7072243346007605,263,/nfs/home/tanz/dd2/outputs/checkpoint/qwen+label_phrase+32.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/qwen_labels_phrase/checkpoint-32,qwen
1,labels_only_test,0.5382585751978892,0.44579325604518494,0.3402770233568712,0.5285171102661597,0.4427241405519007,0.5809082892416225,0.5285171102661597,0.4872242875934178,0.5285171102661597,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+1.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-1,yi
2,labels_only_test,0.5362776025236593,0.3898679834494794,0.48840304182509503,0.3916349809885932,0.27814048385416695,0.2938548304401963,0.3916349809885932,0.41904184354154034,0.3916349809885932,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+2.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-2,yi
3,labels_only_test,0.4864864864864865,0.395777342037251,0.40262250423847384,0.4714828897338403,0.34206642786264624,0.6799509060717638,0.4714828897338403,0.39996953211286007,0.4714828897338403,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+3.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-3,yi
4,labels_only_test,0.35091743119266056,0.25814104936831117,0.33283088900959623,0.4752851711026616,0.4772787826735834,0.5089605734767025,0.4752851711026616,0.47758588868088697,0.4752851711026616,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+4.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-4,yi
5,labels_only_test,0.6813793103448276,0.5057752878232666,0.6244749230490675,0.5665399239543726,0.5707416682076244,0.5708646616541354,0.5665399239543726,0.5726128849866557,0.5665399239543726,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+5.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-5,yi
6,labels_only_test,0.7178807947019867,0.5866589167003174,0.6548162230671736,0.5551330798479087,0.47529850740144064,0.627140292736813,0.5551330798479087,0.519502084413625,0.5551330798479087,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+6.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-6,yi
7,labels_only_test,0.7238912732474965,0.5695536389661591,0.6122125656346189,0.6045627376425855,0.6089504230911891,0.6090110034521624,0.6045627376425855,0.6095387923584196,0.6045627376425855,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+7.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-7,yi
8,labels_only_test,0.7112375533428165,0.5452268335127736,0.605151185949665,0.6045627376425855,0.5838786797273389,0.585255368150105,0.6045627376425855,0.6230395818868412,0.6045627376425855,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+8.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-8,yi
9,labels_only_test,0.7587131367292225,0.6066305076950248,0.6868640231758102,0.6349809885931559,0.628208291599241,0.6602194102194102,0.6349809885931559,0.6111852301057881,0.6349809885931559,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+9.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-9,yi
10,labels_only_test,0.7469553450608931,0.6016917683057598,0.6736375158428392,0.6273764258555133,0.6262640247846714,0.6740102171136654,0.6273764258555133,0.5962172946273983,0.6273764258555133,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+10.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-10,yi
11,labels_only_test,0.7838214783821479,0.6178963929039294,0.6908745247148289,0.6349809885931559,0.5977250861010889,0.6360651502518877,0.6349809885931559,0.6544508016862803,0.6349809885931559,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+11.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-11,yi
12,labels_only_test,0.7354651162790697,0.5658538637532881,0.6091435813869273,0.6311787072243346,0.603088832139409,0.6248588368153586,0.6311787072243346,0.6646159434937878,0.6311787072243346,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+12.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-12,yi
13,labels_only_test,0.783068783068783,0.6352095834623661,0.6854155350353068,0.6615969581749049,0.6558932033611932,0.6663825757575758,0.6615969581749049,0.67566172442382,0.6615969581749049,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+13.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-13,yi
14,labels_only_test,0.7783505154639175,0.6560737643845612,0.6969491218540648,0.7110266159695817,0.7131093670071669,0.7327896704043493,0.7110266159695817,0.7131882007247842,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+14.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-14,yi
15,labels_only_test,0.7761194029850746,0.6195514820822469,0.692748506246605,0.7262357414448669,0.724183637334679,0.7509705833683379,0.7262357414448669,0.7199415250935276,0.7262357414448669,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+15.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-15,yi
16,labels_only_test,0.7780821917808219,0.6312436345961456,0.6842839036755387,0.6996197718631179,0.6869754259963385,0.7410138248847926,0.6996197718631179,0.7019578547091928,0.6996197718631179,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+16.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-16,yi
17,labels_only_test,0.7910863509749304,0.6472735921707555,0.6687850805721528,0.6768060836501901,0.659541456990896,0.7116239316239316,0.6768060836501901,0.6891519673759238,0.6768060836501901,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+17.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-17,yi
18,labels_only_test,0.7873799725651578,0.6623552177699937,0.6555314140865472,0.7034220532319392,0.6979656322329082,0.7103404183230412,0.7034220532319392,0.724784747306961,0.7034220532319392,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+18.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-18,yi
19,labels_only_test,0.796812749003984,0.6707663065137601,0.6709940249864205,0.6958174904942965,0.6940577377839736,0.6904071773636992,0.6958174904942965,0.7227527736030913,0.6958174904942965,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+19.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-19,yi
20,labels_only_test,0.8010540184453228,0.6777934063555281,0.6929838855694369,0.6920152091254753,0.6886198274542747,0.6895126046914276,0.6920152091254753,0.7265911414618141,0.6920152091254753,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+20.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-20,yi
21,labels_only_test,0.7983978638184246,0.6465623222540615,0.7125384754662322,0.7110266159695817,0.7044776167947607,0.7124015235220669,0.7110266159695817,0.7378566427317975,0.7110266159695817,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+21.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-21,yi
22,labels_only_test,0.8063660477453581,0.6540297417017954,0.7222705051602389,0.714828897338403,0.7035662581378854,0.7322495791245792,0.714828897338403,0.7266157501398887,0.714828897338403,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+22.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-22,yi
23,labels_only_test,0.808,0.6456213360119297,0.7272134709397066,0.6996197718631179,0.6850776240398907,0.7172049098278607,0.6996197718631179,0.709232648684754,0.6996197718631179,263,/nfs/home/tanz/dd2/outputs/checkpoint/yi+label_only+23.jsonl,/nfs/home/tanz/dd2/outputs/checkpoint/yi_labels_only/checkpoint-23,yi
